userName,score,at,content,app_name
Taimi Jum,1,2023-12-23 12:02:04,"Worst site on planet. Impossible to buy anything, because selles tell you to find your own shipper (what??) And then keeps sending marketing emails no matter how many times you click ""unsubscribe from all"". Also impossible to delete account because no way to fine the user ID. Alibaba is made to torture people!!! Horrible experience!!!!!",Alibaba
Jordy Adyatma,1,2023-12-23 11:59:30,"Tokopedia are now become more greed. They used to have sameday & kargo discount delivery, now there's none. Even when buy a heavy packages only discount delivery is regular, but still have twice of the kargo delivery cost",Tokopedia
Russel Gelig,1,2023-12-23 11:09:25,"I am so disappointed with this app. Whenever my parcel that is expected to be delivered on a weekend, they automatically cancel and say ""unsuccessful delivery attempt"" due to ""customer asked to reschedule"" or ""customer unreachable"" without even trying to make a message or call. The app can just say or notify that they can't deliver on weekends. That would literally make us less salty. A shame, really.",Lazada
hwee chun,3,2023-12-23 03:01:30,"Easy to navigate app. The downside, prices are more expensive from other online competitors.",Tokopedia
Nova Mae Sabanate,3,2023-12-22 09:50:31,"The app is actually good, lots of vouchers to use. easy to use app. The only complaint I have is their delivery riders. Some would deliver the parcels very late in the afternoon. They would sometimes tagged it as unsuccessful deliveries with nonsense excuses. no reply if you text them.",Lazada
Anony mous,1,2023-12-21 20:10:10,The search results scrolling bug is back. When I do a search I try to scroll and it freezes. I have to minimize the application and go back to it to see the results. Samsung S22 Ultra,Alibaba
Jonathan R,1,2023-12-21 18:01:34,So much counterfeit. They know this too because a conversation I had with their office said they won't remove fake listings. It's the buyers responsibility to notify of fake items. They also change he shipping time on you. They also change it on the app so you have to screen shot to prove that the shipping changed.,Lazada
marlina m,5,2023-12-21 15:34:35,"The website is very user friendly to browse, for shoes the chart size is available to see. Fast shipment and very reasonable price. Many discounts as well.",Zalora
Rax,4,2023-12-21 08:30:17,"Nice UX, but not with the UI it's too complicated, so you need to improve the UI make it simple and easy to access",Tokopedia
Kim Ann,1,2023-12-21 03:30:42,"customer service sucks! I'm so disappointed with the customer service. If you guys have assisted me as early as possible, the shipping of the item wouldn't have to happen. It is so maddening that you'll have to wait for hours just to cancel an order and have to wait the entire day for the refund to be released. This is such a hassle. A lot of online sellers are doing much better when it comes to online transactions. I hope you guys could improve your customer service.",Zalora
Ron Jonathan Trajano,1,2023-12-21 01:14:54,"Very limited customer control. Customer service is not reachable on all channels, even in the in app chat.",Zalora
adhitia alisyahbana,2,2023-12-20 14:27:27,"Too much advertisment that inconvenient while scroll down and accidentally touch that direct to ads website.I put hilight for almost a years with no results,this app no longer usefull",OLX
xaley (MyYoutubeChannel2017),2,2023-12-20 13:52:03,Used to be unable to search purchase history inapp but that has been resolved. I think the app is decent but whoever decides to put a 200 item limit on wishlist should be fired. Other shopping apps don't do that. The result is that I end up buying wayyyyyy less as I keep losing track of the items I'm interested in. Poor decision making. Boo.,Lazada
diana lopez,1,2023-12-20 11:51:03,"Worst shopping experience. The shoes haven't been shipped and it's been WEEKS. Plus, there's no option to easily cancel the order from the app or the email they sent telling me the order hasnt been shipped. I'm telling everyone Zalora socks.",Zalora
Niña Sabido,2,2023-12-20 07:07:00,"The process of connecting to a support rep isn't great. I had to wait for hours just to connect to someone, and the chat was about to get disconnected after a few minutes of waiting on your end. The chat support on your app isn't responsive as well. They asked me to wait for about 2 hours just to be disconnected afterwards. This is a bit frustrating on costumers' end. Hope you guys can improve on this issue.",Zalora
Adji M. Akmal,4,2023-12-20 00:24:17,"One of the 2 E-commerce apps I use frequently. Safe (most important) and lots of deals. But please add the feature to DISABLE SHOPEE LIVE & VIDEO on the setting, because too many people create videos just for LIKES and VIEWS, instead of focusing on item selling. It makes this app look like a cheap tiktok/tinder knockoff",Shopee
Anjanette Bilolo,1,2023-12-19 18:25:44,I'm so disappointed with your app to the point that I need to leave a feedback about it. I needed a help from a live agent and it's so hard to reach one. It's not like this before. Your chatbot is so useless! Been trying to reach a representative to no avail. I even tried to contact the number that was provided by Cleo but it's useless. Really really disappointed.,Lazada
Marson Uri,1,2023-12-18 15:13:25,Worst customer service. I have to wait for 220 minutes to have a customer representative to respond to my query.Also I order an item and it has no update for the delivery for atleast 8 days. The delivery time is so long that I am not excited anymore for the product that I have bought. Still waiting for the item to be honest. 20 days since I ordered. Thanks a lot for the quick service!!!!!!!!!!,Zalora
RA,1,2023-12-18 12:19:14,"user cannot request for deactivation or data deletion of spaylater and shopee meter. I've requested spaylater deactivation, followed the instruction from their CSA, but then I received strange email about 'moving account' instead of 'deactivation', very suspicious tried to get explanation about the email, but they give me nothing, why? I've asked several times then at the end they said I cannot deactivated my spaylater account, so why you gave me the instruction at the beginning?",Shopee
Karl “Karldereta” Ternida,1,2023-12-18 11:15:09,"Ordered a PC case and was going to be delivered for the day, but since I was outside, I only received a text message and not a call. The LazExpress tagged it as failed delivery/customer requested to cancel when they only attempted to deliver it once and didn't even bother to call. Attempts should be twice as the rules. Now I lost the voucher and didn't get the case. The lazada app is also not user friendly at all, so much going on. You try to press search, it goes to different things. Shopee <3",Lazada
